"V1" "V2" "V3" "V4"
"6730" "CRLS1" "GO:0043337" "CDP-diacylglycerol-phosphatidylglycerol phosphatidyltransferase activity" "Catalysis of the reaction: CDP-diacylglycerol + phosphatidylglycerol = CMP + diphosphatidylglycerol."
"6731" "CRLS1" "GO:0047144" "2-acylglycerol-3-phosphate O-acyltransferase activity" "Catalysis of the reaction: 2-acyl-sn-glycerol 3-phosphate + acyl-CoA = L-phosphatidate + CoA."
"6732" "CRLS1" "GO:0097068" "response to thyroxine" "A change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a thyroxine stimulus."
"6733" NA NA NA NA
"6734" "MCM8" "GO:0000082" "G1/S transition of mitotic cell cycle" "The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."
"6735" "MCM8" "GO:0000724" "double-strand break repair via homologous recombination" "The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."
"6736" "MCM8" "GO:0003677" "DNA binding" "Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"6737" "MCM8" "GO:0004386" "helicase activity" "Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA or RNA helix."
"6738" "MCM8" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"6739" "MCM8" "GO:0005524" "ATP binding" "Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"6740" "MCM8" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"6741" "MCM8" "GO:0006260" "DNA replication" "The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."
"6742" "MCM8" "GO:0006270" "DNA replication initiation" "The process in which DNA-dependent DNA replication is started; this involves the separation of a stretch of the DNA double helix, the recruitment of DNA polymerases and the initiation of polymerase action."
"6743" "MCM8" "GO:0006974" "cellular response to DNA damage stimulus" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."
"6744" "MCM8" "GO:0007292" "female gamete generation" "Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."
"6745" "MCM8" "GO:0048232" "male gamete generation" "Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."
"6746" "MCM8" "GO:0097362" "MCM8-MCM9 complex" "A hexameric protein complex composed of MCM8 and MCM9 and involved in homologous recombination repair following DNA interstrand cross-links."
"6747" "TRMT6" "GO:0003723" "RNA binding" "Interacting selectively and non-covalently with an RNA molecule or a portion thereof."
"6748" "TRMT6" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"6749" "TRMT6" "GO:0006400" "tRNA modification" "The covalent alteration of one or more nucleotides within a tRNA molecule to produce a tRNA molecule with a sequence that differs from that coded genetically."
"6750" "TRMT6" "GO:0030488" "tRNA methylation" "The posttranscriptional addition of methyl groups to specific residues in a tRNA molecule."
"6751" "TRMT6" "GO:0031515" "tRNA (m1A) methyltransferase complex" "A protein complex involved in the catalysis of the formation of the modified nucleotide 1-methyladenosine (m1A) in tRNA. In yeast, it is a heterotetramer of two subunits, Gcd10p and Gcd14p, while in bacteria and archaea it is a homotetramer."
"6752" "TRMT6" "GO:0080009" "mRNA methylation" "The posttranscriptional addition of methyl groups to specific residues in an mRNA molecule."
"6753" "HAO1" "GO:0001561" "fatty acid alpha-oxidation" "A metabolic pathway by which 3-methyl branched fatty acids are degraded. These compounds are not degraded by the normal peroxisomal beta-oxidation pathway, because the 3-methyl blocks the dehydrogenation of the hydroxyl group by hydroxyacyl-CoA dehydrogenase. The 3-methyl branched fatty acid is converted in several steps to pristenic acid, which can then feed into the beta-oxidative pathway."
"6754" "HAO1" "GO:0003973" "(S)-2-hydroxy-acid oxidase activity" "Catalysis of the reaction: (S)-2-hydroxy-acid + O2 = 2-oxo acid + hydrogen peroxide."
"6755" "HAO1" "GO:0005102" "receptor binding" "Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."
"6756" "HAO1" "GO:0005777" "peroxisome" "A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism."
"6757" "HAO1" "GO:0005782" "peroxisomal matrix" "The volume contained within the membranes of a peroxisome; in many cells the matrix contains a crystalloid core largely composed of urate oxidase."
"6758" "HAO1" "GO:0006979" "response to oxidative stress" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."
"6759" "HAO1" "GO:0008891" "glycolate oxidase activity" "Catalysis of the reaction: glycolate + O2 = glyoxylate + hydrogen peroxide."
"6760" "HAO1" "GO:0010181" "FMN binding" "Interacting selectively and non-covalently with flavin mono nucleotide. Flavin mono nucleotide (FMN) is the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes."
"6761" "HAO1" "GO:0034641" "cellular nitrogen compound metabolic process" "The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."
"6762" "HAO1" "GO:0046296" "glycolate catabolic process" "The chemical reactions and pathways resulting in the breakdown of glycolate, the anion of hydroxyethanoic acid (glycolic acid)."
"6763" "HAO1" "GO:0047969" "glyoxylate oxidase activity" "Catalysis of the reaction: glyoxylate + H(2)O + O(2) = H(2)O(2) + H(+) + oxalate."
"6764" "HAO1" "GO:0052852" "very-long-chain-(S)-2-hydroxy-acid oxidase activity" "Catalysis of the reaction: very-long-chain (S)-2-hydroxy-acid + O2 = very-long-chain 2-oxo acid + hydrogen peroxide. Very long chain refers to a chain length of greater than 18 carbons."
"6765" "HAO1" "GO:0052853" "long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity" "Catalysis of the reaction: long-chain-(S)-2-hydroxy-acid + O2 = long-chain-2-oxo acid + hydrogen peroxide. Long chain refers to a chain length of 14 to 18 carbons."
"6766" "HAO1" "GO:0052854" "medium-chain-(S)-2-hydroxy-acid oxidase activity" "Catalysis of the reaction: medium-chain-(S)-2-hydroxy-acid + O2 = medium-chain-2-oxo acid + hydrogen peroxide. Medium chain refers to a chain length of between 8 and 12 carbons."
